,date,home,away,description,prediction,season
760,2021-05-22,Cagliari,Genoa,"Cagliari and Genoa, the two teams who managed to survive in the Serie A, face each other at Sardegna Arena in what is expected to be a lively contest. The Sardinians did well to hold Milan to a goalless draw at Stadio San Siro, with the team extending their unbeaten run in the league to seven matches. Since Cagliari have already secured the Serie A survival, they will be with guards down in Saturday’s clash. Pereiro has been tested positive for coronavirus, while all Calabresi, Walukiewicz, and Rog are sidelined through injuries. 

Genoa, on the other hand, secured the top flight survival despite the 4-3 loss to Atalanta. The visitors have little to play for in the last game of the season, but seeing that they are likely to adopt yet another attack-minded approach, over 2.5 goals betting option should be considered. All Biraschi, Criscito, Pellegrini, Scamacca, and Badelj are out of contention with injuries. ",N,2020-2021
761,2021-05-22,Crotone,Fiorentina,"After holding Benevento to a draw, Crotone will be aiming to record their only seventh win of the season when they take on Fiorentina in the last round. The Rossoblu failed to secure the Serie A survival, but, no doubt, they want to finish the process above Parma, who are stuck at the bottom. Both Golemic and Magallan are banned for the hosts, while Reca, Di Carmine, Eduardo Henrique, and Cuomo are all out of contention with injuries. 

The Viola, on the other hand, head into the last match of the season with the lack of motivation. Fiorentina have already secured the elite division survival, but given Dusan Vlahovic’s brilliant form, a high-scoring affair is on the cards at Stadio Ezio Scida. Keep in mind that both Dragowski and Pezzella are banned for the match when it comes to away team’s absentees. ",V,2020-2021
762,2021-05-22,Sampdoria,Parma,"Stadio Luigi Ferraris will host Saturday’s football match between Sampdoria and Parma, the two teams who have nothing to play for on the last day of the season. La Samp missed out on a place in European competitions, but given their display in a 1-0 win over Udinese, it is more than obvious that they want to finish the season in style. Thorsby is banned for the hosts, while both Ramirez and Adrien Silva are sidelined through injuries. 

The Gli Emiliani, on the other hand, are having a season for forget as they failed to secure the Serie A survival. Given the number of absentees in the away team, we believe that punters can find value in betting on Sampdoria. Kurtic is suspended for the visitors, while all Iacoponi, Man, Caviglia, Pezzella, Osorio, Inglese, Zirkzee, Karamoh, Mihaila, and Cyprien remain in the recovery room. ",V,2020-2021
763,2021-05-23,Inter,Udinese,"Inter will be aiming to make amends for a heart-breaking 3-2 loss to Juventus when they face Udinese in the last game of the season. The Nerazzurri clinched Scudetto in style, and they are now on a quest to put icing on the cake on a very successful season. Both Brozovic and Darmian are banned for the hosts, while Kolarov, Vidal, and Sanchez are out of contention through injuries. 

The Zebrette, on the other hand, failed to win the previous four league fixtures, and it is no surprise the bookies see them as underdogs in the Stadio Giuseppe Meazza clash. Udinese failed to find the net in the previous six meetings with Inter, which is yet another reason why we are tempted to put our money on the newly-promoted champions. All De Maio, Pussetto, Arslan, Nuytinck, Braaf, Jajalo, Nestorovski, and Deulofeu are injured for the visiting team. ",V,2020-2021
764,2021-05-23,Atalanta,Milan,"All eyes will be on Gewiss Stadium when Atalanta and Milan face each other in the last match of the season. The Rossoneri dropped two points in a goalless draw with Cagliari, and seeing that Juventus face Bologna on Matchday 38, this has to go down as a must-win game for the visitors. Veteran striker Zlatan Ibrahimovic should be the only absentee in the away team. 

Atalanta, on the other hand, booked their place in the Champions League for a third successive season thanks to a 4-3 win at Genoa, meaning that only their pride will be at stake in Sunday’s clash. Considering that the Orobici head into the match following the Coppa Italia final, we are not tempted to put our money on the Gian Piero Gasperini’s troops. The visitors want this win more than the hosts, and we predict that Stefano Pioli’s troops are going to pick up vital three points from the match. There should be no absentees in the home team.",P,2020-2021
765,2021-05-23,Bologna,Juventus,"Juventus will be looking to sneak into the Champions League berth when they take on Bologna at Stadio Renato Dall’Ara on the last day of the season. The Bianconeri did well to beat newly-promoted champions Inter at the weekend, but they face yet another must-win game against Bologna. Andrea Pirlo has almost a full squad to choose from, with Uruguay midfielder Bentacur being the only absentee in the away team. 

Sinisa Mihajlovic’s troops, on the other hand, are stuck in the middle of the standings ahead of Matchday 38. Since the visitors want this win more than the hosts, anything but a routine away win would be a major surprise. Both Dijks and Soriano are banned for the match, while Dominguez, Santander, and Hickey are out of contention through injuries. You should know that Juve are eyeing their tenth consecutive win over Bologna in the Italian top flight. ",P,2020-2021
766,2021-05-23,Napoli,Hellas Verona,"Following a 2-0 win at Fiorentina, Napoli will be aiming to book their place in the Champions League when they take on Verona in the Serie A round 38. The Neapolitans are eyeing their fourth consecutive league win, and we are positive that they will stick to their attacking style of play. Even though Ghoulam, Lobotka, and Koulibaly remain in the recovery room, home win should be considered as Genaro Gattuso’s men are determined to secure yet another top-four finish. 

The Mastini, on the other hand, have been struggling at the back of late, with the team conceding four goals in total in the previous two league fixtures. Considering that the visitors head into the match with the lack of motivation, we believe that there is a big value in betting on the Partenopei. Barak is sidelined through suspension, but there are no fresh injury worries in the away team.",V,2020-2021
767,2021-05-23,Sassuolo,Lazio,"Sassuolo and Lazio face each other in a highly-anticipated game at Mapei Stadium – Citta del Tricolore. The Neroverdi are eyeing a place in the Europa Conference League, and we are positive that they will go all guns blazing at the capital club. Sassuolo proved their worth in a 3-1 win over Parma, and they are surely capable of beating Lazio, who have already booked their place in the Europa League. 

Magnanelli has been struggling with injury of late, but there are no suspended players in the home team. The Biancocelesti are low on confidence following a 2-0 loss to Roma in the Derby della Capitale, which is yet another reason why home win should be considered. Defender Francesco Acerbi is banned for the visitors, while Correa and Musacchio are sidelined with injuries. Fit-again midfielder Sergej Milinkovic-Savic should keep his place in the starting XI. ",V,2020-2021
768,2021-05-23,Spezia,Roma,"Buoyed by a 2-0 win over Lazio in the Derby della Capitale, Roma will be aiming to book their place in the Europa Conference League when they face Spezia in the last game of the season. The Romans missed out on a place in the Champions League, but a win over Spezia will see them represent Italy in European competitions for yet another term. Even though all Calafiori, Spinazzola, Diawara, Pellegrini, Veretout, Pau Lopez, Zaniolo, Ibanez, and Smalling are sidelined with injuries, away win should be considered. 

Spezia, on the other hand, secured the Serie A survival thanks to a 4-1 win over Torino. The Bianconeri have already got their job done, meaning that a loss to Roma would not hurt them too much. Farias is banned for the hosts, while Mattiello and Chabot remain in the treatment room. In the first half of the season Roma defeated Spezia 4-3 thanks to Pellegrini’s stoppage-time goal.",P,2020-2021
769,2021-05-23,Torino,Benevento,"Torino and Benevento go head to head at Stadio Olimpico di Torino on Sunday evening in the last match of the season. Il Toro are four points clear of Benevento ahead of the last round, meaning that the hosts have already secured the Serie A survival. Torino will be without injured duo Gojak – Murru in Sunday’s clash, with boss Davide Nicola likely to mix the squad. 

Benevento, on the other hand, dropped two points in a 1-1 draw with ten-man Crotone at the weekend, with Simeon Nwankwo’s late goal ruining their survival hopes. Filippo Inzaghi’s troops have little to play for in the last round, and we do not believe that they are going to spoil Il Toro’s party at Stadio Olimpico di Torino. Caprari is a major doubt, while all Sau, Depaoli, Foulon, Ionita, Moncini, and Iago Falque remain in the recovery room. ",V,2020-2021
770,2021-08-21,Inter,Genoa,"Inter begin their title defence with a match against Genoa at Stadio Giuseppe Meazza. The club chiefs failed to keep hold of key attacker Romelu Lukaku in the summer transfer window, but, as things stand now, fellow striker Lautaro Martinez is likely to stay at the club. Summer signings Denzel Dumfries, Hakan Calhanoglu, and Edin Dzeko are all pushing for a start. Aforementioned attacker Lautaro Martinez is banned for the season opener, while both Alexis Sanchez and Roberto Gagliardini remain in the recovery room. 

Christian Eriksen is still recovering from a heart-attack. The Rossoblu, on the other hand, kicked off their Coppa Italia campaign with a 3-2 win over Perugia, but seeing that they are not regarded as good travelers, we believe that there is a big value in betting on the reigning champions. Both Bani and Benhrami are out of contention through suspensions, which is yet another reason why home win should be considered.",V,2021-2022
771,2021-08-21,Hellas Verona,Sassuolo,"Verona and Sassuolo take on each other in a highly-anticipated Serie A game at Stadio Marc’Antonio Bentegodi on Saturday evening. The Mastini have established themselves as a top-table side in the Italian top flight, but the game against Sassuolo will be anything but a walk in the park for the hosts. The club chiefs did well to keep hold of key players in the summer transfer window, but keep in mind that both Lasagna and Faraoni are likely to miss the season opener. 

The Neroverdi, on the other hand, were producing fine displays in pre-season, with the team beating both Parma and Vicenza, while sharing the spoils with Lazio. Considering that Sassuolo are likely to stick to their attacking style of play, both teams to score betting option should be considered. Centre-back Marlon is no longer part of the team, while Kyriakopoulos is banned for the match. Obiang is yet another absentee in the away team.",N,2021-2022
772,2021-08-21,Empoli,Lazio,"Newcomers Empoli will be aiming to kick off the new Serie A campaign in style when they host Lazio to their Stadio Carlo Castellani on Saturday evening. The Azzurri have big ambitions for the 2021/22 season, but they will have a big fish to fry in the opener. Leonardo Mancuso, who scored 20 goals in the Serie B last term, will be the man to watch in the home team. New boss Aurelio Andreazzoli should have a full squad to choose from against Lazio. 

The Biancocelesti, on the other hand, are eyeing a top-four finish in the new Serie A campaign. The capital club were producing fine displays in pre-season, and it is no wonder the bookies see them as favourites to win Saturday’s clash. Since new head coach Maurizio Sarri can count on key players for the opening match of the season, away win should be considered. ",P,2021-2022
773,2021-08-21,Torino,Atalanta,"Atalanta will look to make a flying start to the season when they take on Torino at Stadio Olimpico di Torino. The Orobici suffered a 3-1 loss to Juventus in their last warm-up game, but the bookies still see them as hot favourites to win Saturday’s clash. Considering that the club chiefs did well to keep hold of key players in the summer transfer window, we believe that there is a big value in betting on the visiting team. 

New goalkeeper Juan Agustin Musso is likely to make his Serie A debut with Atalanta against Torino. All Toloi, De Roon, and Freuler are banned for the match, while Hateboer and Malinovskyi are sidelined with injuries. Il Toro, on the other hand, failed to impress in their Coppa Italia opener against Cremonese as they defeated the Serie B side on penalties. Both Ansaldi and Belotti are rated doubtful for the Atalanta game, and, taking everything into account, home win should not be considered.",P,2021-2022
774,2021-08-22,Bologna,Salernitana,"Bologna play host to Salernitana at their Stadio Renato Dall’Ara in the opening match of the season. Sinisa Mihajlovic’s troops were having their ups and downs in pre-season, but they failed to impress in their Coppa Italia opener against Ternana (4-5). The Rossoblu are desperate to get back on course, and we are positive that they will go all guns blazing at the newcomers. 

Dijks is a major doubt, and he will be assessed ahead of the kick-off. Summer signing Marko Arnautovic will be the man to watch in the home team. Salernitana, on the other hand, did well to beat Reggina in their Italian Cup opener, but they will have a much bigger fish to fry in Sunday’s football match. Since Bologna have turned their Stadio Renato Dall’Ara into a real fortress, we predict that the visitors are going to return home empty-handed. Di Tacchio is banned for the match, while Veseli is out of contention through injury.",V,2021-2022
775,2021-08-22,Udinese,Juventus,"After failing to impress in the 2020/21 Serie A campaign, Juventus will be looking to make a flying start to the new domestic campaign when they take on Udinese at Dacia Arena. Massimiliano Alegri replaced Andrea Pirlo as Juve boss, and, no doubt, the fans have faith in the new head coach. Considering that the club chiefs managed to keep hold of key players in the summer transfer window, away win should be considered. 

Both Arthur and Rabiot are sidelined with injuries, while McKennie, who signed a permanent deal with the club, is out of contention through suspension. The Zebrette, on the other hand, have always been struggling in matches against Juve, and we do not believe that they are capable of claiming a major scalp on Matchday 1. Udinese star player Rodrigo De Paul joined Atletico Madrid earlier this summer, which is yet another reason why we are tempted to put our money on Cristiano Ronaldo and Co. ",P,2021-2022
776,2021-08-22,Roma,Fiorentina,"Roma will look to make a flying start to the new Serie A campaign when they take on Fiorentina at their Stadio Olimpico on Sunday evening. The Giallorossi did well to crush Raja Casablanca 5-0 in their last warm-up game, and they are likely to adopt yet another attacking style of play. This game comes too early for big-money signing Tammy Abraham, but fellow new recruit Eldor Shomurodov should lead the line for the hosts. 

Edin Dzeko is no longer part of the team, while Spinazzola remains in the recovery room after suffering an injury at the EURO 2020 finals. The Viola, on the other hand, should be without key attacker Dusan Vlahovic in Sunday’s clash as the Serbian rising star is on the verge of leaving the club. Since Fiorentina are not regarded as good travelers, we believe that there is a big value in betting on Jose Mourinho’s troops. Nordin Amrabat is injured for the visiting team.",V,2021-2022
777,2021-08-22,Napoli,Venezia,"Napoli and Venezia go head to head in a David-vs-Goliath clash at Stadio Diego Armando Maradona. The Neapolitans are determined to regain the Serie A trophy, and, no doubt, they will give 100% to kick off the new season in style. Lorenzo Insigne, who impressed at the EURO 2020 finals, will be the man to watch in the home team, while all Ghoulam, Demme, Lozano, and Mertens are out of contention with injuries. 

Centre-back Manolas, on the other hand, will be assessed ahead of the kick-off. The newcomers, on the other hand, secured promotion to the Serie A thanks to a win over Cittadella in the playoffs final double-header. The Lagunari are tough to beat at home, but they are unlikely to spoil Napoli’s party at Stadio Diego Armando Maradona as fans return to the stands. All Vacca, Mazzocchi, Modolo, and Aramu are banned for the visitors, while Lezzerini is sidelined through injury.",V,2021-2022
778,2021-08-23,Cagliari,Spezia,"Cagliari will be aiming to build on a 3-1 Coppa Italia win over Pisa when they take on Spezia in the opening match of the season. The Sardinians finished the last Serie A season just above the relegation zone, and, no doubt, they are eager to make amends for the unsuccessful campaign. Midfielder Marko Rog is injured for the season opener, but he should be the only absentee in the home team. 

New signing Kevin Strootman will be the man to watch in the home side. Spezia, on the other hand, are eyeing yet another elite division survival. The Black and Whites are tough to beat at home, but they will have a big fish to fry in Monday’s football match. Leo’ Sena is out of contention through injury, while Nzola is a major doubt and he will be assessed ahead of the kick-off.",V,2021-2022
779,2021-08-23,Sampdoria,Milan,"All eyes will be on Stadio Luigi Ferraris when Sampdoria and Milan square off against each other in the Serie A opener. La Samp were impressive in pre-season, and, to make things even better for the fans, they outplayed Alessandria (3-2) in the opening match of their Coppa Italia campaign. Considering that Sampdoria look sharp in front of goal at the moment, we predict that they are going to find the net in Monday’s clash. 

New boss Roberto D’Aversa should have a full squad to choose from for the Serie A opener. The Rossoneri, on the other hand, will be without injured duo Kessie-Ibrahimovic in the Stadio Luigi Ferraris showdown. Olivier Giroud, though, is likely to make his Serie A debut against Sampdoria, and, taking everything into account, both teams to score betting option should be considered.",N,2021-2022
780,2021-08-27,Udinese,Venezia,"After holding star-studded Juventus to a 2-2 draw, Udinese will be looking to return to record their first win of the season when they take on Venezia at their Dacia Arena. The Zebrette showed character in their opener, with the team coming from two goals behind to share the spoils with Juve, and it is no wonder the bookies see them as favourites to win Friday’s game. Rodrigo de Paul joined Atletico Madrid earlier this summer, and, in his absence, a man to watch in the home team will be Argentina international Roberto Pereyra. 

Gerard Deulofeu is pushing for a start, while Ilija Nestorovski remains in the recovery room. The newcomers, on the other hand, failed to make life difficult for ten-man Napoli (0-2) in their opener. Since Venezia are not regarded as good travelers, home win should be considered. Crnigoj and Busio are both likely to miss the game with injuries.",V,2021-2022
781,2021-08-27,Hellas Verona,Inter,"Buoyed by a thrilling 4-0 win over Genoa, Inter will be aiming to give fans yet another reason for celebration when they take on Verona at Stadio Marc’Antonio Bentegodi on Friday evening. Romelu Lukaku kicked off the new Serie A campaign with a 4-0 win over Genoa, with summer signing Edin Dzeko opening his goal-scoring account. Fellow new recruit Hakan Calhanoglu impressed in the season opener as well, and he is likely to prove a handful for the opposition defenders. 

The good news for the vising team is that important attacker Lautaro Martinez returns from suspension. The Mastini, on the other hand, aim to bounce back from a 2-1 loss to Sassuolo, but seeing that they experienced all sorts of problems at the back in their opener, we are tempted to put our money on Simone Inzaghi’s troops. Experienced midfielder Miguel Veloso is banned for the hosts.",P,2021-2022
782,2021-08-28,Atalanta,Bologna,"Atalanta will be aiming to build on a 2-1 win over Torino when they take on Bologna at Gewiss Stadium on Saturday afternoon. The Orobici want to continue where they left last season, and they are likely to go all guns blazing at the Rossoblu. Both Freuler and Toloi return from suspensions, while Zapata and Hateboer remain on the sidelines with injuries. Marten De Roon is banned for the match. 

Bologna, on the other hand, came from behind to beat newcomers Salernitana 3-2 at home ground, with summer signing Marko Arnautovic opening his goal-scoring account. The Rossoblu, though, are not regarded as good travelers, and we do not believe that they are capable of spoiling Atalanta’s party in Bergamo. Soriano is suspended for the match, while both Dijks and Santander are likely to miss the game with injuries. ",V,2021-2022
783,2021-08-28,Lazio,Spezia,"After recording a come-from-behind win at Empoli, Lazio will be aiming to record their first home win of the season when they take on Spezia on Saturday evening. The Biancocelesti proved their worth in the season opener, and, as a result, the bookies see them as favourites to beat the Bianconeri. A man to keep an eye on in the home team will be Sergej Milinkovic-Savic, who impressed in the triumph over Empoli, while both Danilo Cataldi and Bobby Adekanye remain in the recovery room. 

Spezia, on the other hand, are not regarded as good travelers, which is probably the main reason why we are tempted to put our money on the capital club. In their last meeting in the “Eternal City” Lazio defeated Spezia 2-1, and we predict that the history is going to repeat itself. There should be no absentees in the away team. ",V,2021-2022
784,2021-08-28,Fiorentina,Torino,"Fiorentina will be aiming to bounce back from a 3-1 loss to Roma when they face Torino at their Stadio Artemio Franchi on Matchday 2. The Viola will be without suspended goalkeeper Bartlomiej Dragowski in Saturday’s clash, while Sofyan Amrabat remains in the recovery room. Atletico Madrid target Dusan Vlahovic is widely expected to lead the line for the hosts. Il Toro, on the other hand, aim to make amends for a 2-1 loss to Atalanta. 

Andrea Belotti, who opened his goal-scoring account at the weekend, is widely expected to return to the starting XI, but seeing that Torino are not regarded as good travelers, we are tempted to put our money on Fiorentina. Simone Zaza remains in the recovery room, while Cristian Ansaldi is a major doubt, and he will be assessed ahead of the kick-off. ",V,2021-2022
785,2021-08-28,Juventus,Empoli,"Juventus and Empoli go head to head at Allianz Stadium in a David-vs-Goliath clash on Matchday 2. Juve dropped a two-goal advantage in a 2-2 draw with Udinese, but they are widely expected to beat the newcomers in front of home fans. Cristiano Ronaldo, who had a goal disallowed for offside in the dying minutes of the season opener, returns to the starting XI, while USA international Weston McKennie returns from suspension. 

Adrien Rabiot is sidelined with a muscle injury. Empoli, on the other hand, experienced all sorts of problems at the back in a 3-1 defeat to Lazio, and we do not believe that they are capable of claiming a major scalp on day 2 of the new Serie A campaign. Keep in mind, though, that Aurelio Andreazzoli should have a full squad to choose from for the Allianz Stadium clash. ",V,2021-2022
786,2021-08-29,Genoa,Napoli,"After surviving Venezia with ten men on the field in their opener (2-0), Napoli will be looking to keep their 100% record intact when they take on Genoa at Stadio Luigi Ferraris. Attacker Victor Osimhen is banned for the match following his sending off in the triumph over Venezia, while Piotr Zielinski is out of contention through injury. Since Dries Mertens remains in the recovery room as well, away win should not be considered. 

A man to watch in the away team will be Lorenzo Insigne, who opened his goal-scoring account at the weekend. The Rossoblu suffered a heavy 4-0 loss at Inter in their opener, but seeing that they are tough to beat at home, we are tempted to put our money on draw this time out. The good news for the hosts is that both Mattia Bani and Valon Behrami return to contention after serving their bans in the defeat to Inter.",N,2021-2022
787,2021-08-29,Sassuolo,Sampdoria,"After beating Verona in the “City of Love” in their opener, Sassuolo will be aiming to give fans yet another reason for celebration when they take on Sampdoria on Matchday 2. The Neroverdi kicked off the new Serie A campaign in style, but they should not stop now. Sassuolo are likely to stick to their attacking style of play, and seeing that all Bourabia, Obiang, and Berardi are eyeing return to the squad, home win should be considered. 

La Samp, on the other hand, are a real force to be reckoned with at home, but they often struggle on the travels. Given Sassuolo’s display in the triumph over Verona, we predict that the visitors are going to return to Genoa empty-handed. In their last meeting at the venue Sassuolo defeated Sampdoria 1-0, and we predict that the history is going to repeat itself. Midfielder Fabio Depaoli should be fit for Sunday’s showdown.",V,2021-2022
788,2021-08-29,Milan,Cagliari,"Stadio Giuseppe Meazza will host Sunday’s football game between Milan and Cagliari. The Rossoneri are on a quest to regain the Scudetto, but they will have to do it without important midfielder Hakan Calhanoglu, who joined Milan’s bitter local rivals Inter earlier this summer. Zlatan Ibrahimovic is out of contention with injury, but influential midfielder Franck Kessie should be fit to face Cagliari. 

In Ibrahimovic’s absence, summer signing Olivier Giroud is widely expected to lead the line for the hosts. The Sardinians, on the other hand, often struggle on the road, and we do not believe that they are capable of grabbing something from the match. Lykogiannis should recover in time to face the Rossoneri, while Rog remains in the recovery room with a knee injury. In their last meeting in Milano the two teams played out a goalless draw, but home win should be considered this time out.",V,2021-2022
789,2021-08-29,Salernitana,Roma,"Buoyed by a 3-1 win over Fiorentina, Roma will be looking to overtake Inter in top position in the standing when they take on newcomers Salernitana on Sunday. New signing Tammy Abraham proved his worth in the season opener, with the former Chelsea striker providing two assists for his teammates, and, no doubt, the pacey England international will pose a big threat for the opposition defenders. 

Zaniolo is banned for the match, while both Smalling and Spinazzola are likely to miss the game through injuries. Salernitana, on the other hand, experienced all sorts of problems at the back in a 3-2 loss to Bologna, meaning that a high-scoring affair is on the cards at Stadio Arechi. Norway defender Strandberg misses the game through suspension, while Frederic Veseli has yet to recover from a knee injury. Anyhow, the Romans are closer to picking up all three points from the match than the newcomers.",P,2021-2022
790,2021-09-11,Empoli,Venezia,"Empoli and Venezia, the two newcomers, take on each other at Stadio Carlo Castellani in what is expected to be an entertaining game. Empoli quickly bounced back from a 3-1 loss to Lazio, with the team shocking Juventus at Allianz Arena thanks to Leonardo Mancuso’s goal. The Gli Azzurri were impressive on the break in the triumph over Juve, and it is no wonder the bookies see them as favourites to win Saturday’s clash. 

Parisi remains on the sidelines with injury, but he should be the only absentee in the home team. The Lagunari, on the other hand, failed to impress in back-to-back defeats to Napoli (0-2) and Udinese (0-3), and they are unlikely to spoil Empoli’s party at Stadio Carlo Castellani. Maenpaa has yet to overcome his injury, but there are no suspended players in the away team. ",V,2021-2022
791,2021-09-11,Napoli,Juventus,"Napoli will be aiming to keep their 100% record in the new Serie A campaign intact when they take on Juventus at Stadio Diego Armando Maradona. The Neapolitans experienced all sorts of problems at the back in a friendly against Benevento (1-5), but it has to be noted that Luciano Spalletti rested first-team regulars for the Serie A derby. Nigeria attacker Victor Osimhen remains on the sidelines through suspension, while both Meret and Demme are sidelined with injuries. 

Important midfielder Zielinski is a major doubt, while Belgium international Mertens has overcome his injury. Juve, on the other hand, failed to impress in an embarassing loss to Empoli before the international break, which is probably the main reason why home win should be considered. Cristiano Ronaldo returned to Manchester United, while both Arthur and Ramsey are major doubts. Bentacur will be assessed ahead of the kick-off, while Colombia international Cuadrado should be given a rest. ",V,2021-2022
792,2021-09-11,Atalanta,Fiorentina,"Gewiss Stadium in Bergamo will host Saturday’s football game between Atalanta and Fiorentina, the two teams who are almost level on points in the Serie A standings. Atalanta kicked off the new domestic campaign with a 2-1 win over Torino, with the team sharing the spoils with Bologna in their second game of the season. The Orobici aim to return to winning ways, and we are positive that they will adopt an attack-minded approach against Fiorentina. 

Luis Muriel is fully fit as he did not play for Colombia for the September qualifiers, while Slovenia international Josip Ilicic could be given a rest. De Roon is banned for the match, while Hateboer remains in the recovery room. The Viola, on the other hand, quickly bounced back from a 3-1 loss to Roma, with the team beating Torino 2-1 at home before the international break. However, home win should be considered as Fiorentina are not regarded as good travelers. There should be no absentees in the away team. ",V,2021-2022
793,2021-09-12,Sampdoria,Inter,"Stadio Luigi Ferraris will host Sunday’s Serie A clash between Sampdoria and Inter. La Samp have yet to find the net in the new domestic campaign, and, no doubt, they will fight tooth and nail against the Nerazzurri. Fabio Quagliarella, who is not getting any older, is widely expected to lead the line for the hosts, while both Gabbiadini and Torregrossa are out of contention with injuries. 

Bereszynski, on the other hand, will be assessed ahead of the kick-off. Simone Inzaghi’s troops are on a quest to defend their Scudetto. Inter kicked off the new Serie A campaign with back-to-back wins over Genoa (4-0) and Verona (3-1), and given Sampdoria’s difficulties in front of goal, we believe that there is a big value in betting on the away team. Chile international Alexis Sanchez is rated doubtful for the game, but Simone Inzaghi has no fresh injury concerns. ",P,2021-2022
794,2021-09-12,Cagliari,Genoa,"Sunday’s football game at Sardegna Arena pits together Cagliari and Genoa, the two teams who are eyeing their first wins of the season. The Sardinians kicked off the new Serie A campaign with a 2-2 draw with Spezia, with the team suffering a heavy 4-1 loss at Milan before the international break. Cagliari are eager to give fans some cheer, but this match will be anything but a walk in the park for the home team. 

Both Rog and Cragno are sidelined through injuries for the hosts. The Genoese, on the other hand, are stuck in the relegation zone with the goal difference of 1:6. Considering that the visitors are eager to return to winning ways as well, we believe that there is a big value in betting on both teams to score. Bani remains on the sidelines with a muscle injury, but he should be the only absentee in the visiting side. ",N,2021-2022
795,2021-09-12,Spezia,Udinese,"Spezia will be aiming to make amends for a heavy 6-1 loss to Lazio when they take on Udinese at Stadio Alberto Picco on Sunday afternoon. Spezia have been anything but impressive at the start of the season, and, no doubt, they would be more than satisfied with the Serie A survival at the end of the process. Amian is banned for the match, while Leo’ Sena is out of contention through injury. 

The Zebrette, on the other hand, aim to build on a thrilling 3-0 win over Venezia. Udinese are not regarded as good travelers, but given Spezia’s slow start to the season, we believe that there is a big value in betting on Luca Gotti’s charges. Both Forestieri and Nestorovski miss the game with injuries, but there are no suspended players in the away team ahead of Sunday’s clash.",P,2021-2022
796,2021-09-12,Torino,Salernitana,"Torino failed to impress in the 2020/2021 Serie A campaign, with the team finishing the process in 17th position in the standings, just above the relegation zone. Il Toro continue to struggle in the new domestic campaign as well, with the team losing to both Atalanta and Fiorentina. Igor Juric’s men are desperate to give fans some cheer, and they will not have a better chance than this to get back on course. 

Simone Zaza is sidelined with injury, while both Bremer and Belotti are rated doubtful for the game. The newcomers, on the other hand, do not seem to be competitive at this level, and given their shaky defence, we believe that there is a big value in betting on Torino. Both Djuric and Veseli are out of contention through injuries, but there are no suspended players in the visiting team.",V,2021-2022
797,2021-09-12,Milan,Lazio,"Milan and Lazio go head to head at Stadio Giuseppe Meazza in what is expected to be one of the most exciting games of Sunday’s program. The Rossoneri aim to build on back-to-back wins over Sampdoria and Cagliari, and the good news for the hosts is that key attacker Zlatan Ibrahimovic returns to the starting XI. Olivier Giroud has been tested positive for coronavirus, while both Krunic and Kessie are rated doubtful for the game. 

The Biancocelesti, on the other hand, rolled over Spezia 6-1 before the international break to climb to top position in the standings. Considering that both Milan and Lazio will go for a win in Sunday’s Serie A derby, we are tempted to put our money on both teams to score. Full-back Lazzari is sidelined with injury, but he should be the only absentee in the away team. Sergej Milinkovic-Savic could be given a rest after playing three games for the Serbian national team. ",N,2021-2022
798,2021-09-12,Roma,Sassuolo,"Roma will look to climb to top position in the standings when they take on Sassuolo at their Stadio Olimpico. As things stand now, new boss Jose Mourinho is doing a great job with the capital club, who kicked off the new Serie A campaign with back-to-back wins over Fiorentina and Salernitana. The Giallorossi are likely to stick to their attacking style of play, but keep in mind that both Smalling and Spinazzola remain in the recovery room. 

The likes of Pellegrini, Vina, and Mancini are rated doubtful for the game. The Neroverdi, on the other hand, defeated Verona 3-2 in their first away game of the season, and, taking everything into account, we believe that there is a big value in betting on over 2.5 goals. Midfielder Pedro Obiang should be the only absentee in the away team, whilst Roma defenders should have Domenico Berardi at bay.",V,2021-2022
799,2021-09-12,Bologna,Hellas Verona,"Bologna and Verona take on each other at Stadio Renato Dall’Ara in the last game of the Serie A day 3. The Rossoblu did well to beat Salernitana 3-2 in their opener, with the team holding Atalanta to a goalless draw in Bergamo before the international break. Summer signing Marko Arnautovic has already started paying off, meaning that the opposition defenders should have the controversial Austria attacker at bay. Vignato is a major doubt, and he will be assessed ahead of the kick-off. 

The Mastini, on the other hand, failed to impress in back-to-back defeats to Sassuolo (2-3) and Inter (1-3), and seeing that Bologna have turned their Stadio Renato Dall’Ara into a real fortress, we predict that the visitors will return home empty-handed. There should be no absentees in the away team in Monday’s showdown as Miguel Veloso returns from suspension.",V,2021-2022
800,2021-09-17,Sassuolo,Torino,"Sassuolo and Torino go head to head at Mapei Stadium – Citta del Tricolore in what is expected to be an entertaining Serie A game. The start of the season has been a mixed bag for the Neroverdi, who defeated Verona (3-2), shared the spoils with Sampdoria (0-0), while losing to Roma at the weekend. Sassuolo are eager to return to winning ways, but they will have to do it without Pedro Obiang, who is out of contention through illness. 

Giacomo Raspadori is a major doubt, and he will be assessed ahead of the kick-off. Il Toro, on the other hand, aim to build on a thrilling 4-0 win over Salernitana where Antonio Sanabria opened his goal-scoring account. Key attcacker Andrea Belotti is sidelined with injury, as well as Djidji, Izzo, Zaza, and Verdi, which is probably the main reason why home win should be considered. ",V,2021-2022
