,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a,description,prediction
674,sampdoria,2020-07-05,V,0.3999999999999999,spal,4.4,1.7999999999999998,0.1999999999999999,0.1999999999999999,-0.3999999999999986,-0.6000000000000014,0.2000000000000001,-0.2,2019-2020,0.0,0.0,"Sampdoria desperately needed a win against Lecce on Matchday 29, and they managed to get one, with the team putting an end to their three-game winless run in the Serie A. The triumph gave La Samp a confidence boost, but they need to keep on raising their form if they are to secure the elite division survival. Gaston Ramirez, who scored a brace from the penalty spot against Lecce, will be the man to watch in the home team. 

SPAL, on the other hand, dropped a two-goal advantage in a 2-2 draw with AC Milan. The relegation strugglers missed a good chance to get back on course, and, no doubt, the lack of confidence is likely to prove to be a big problem for the visitors in Sunday’s showdown. SPAL midfielder Marco D’Alessandro is sidelined through suspension, which is yet another reason why we are tempted to put our money on the hosts. ",V
675,inter,2020-07-05,P,1.8,bologna,2.8000000000000007,3.2,0.2,0.2,3.3999999999999986,-0.4000000000000021,1.0,0.6,2019-2020,0.0,0.0,"Inter will be aiming to build on a thrilling 6-0 win over Brescia when they host Bologna at their Stadio Giuseppe Meazza on Sunday afternoon. The Nerazzurri are eager to keep their Scudetto hopes alive, and they are likely to go all guns blazing at the Rossoblu. Romelu Lukaku, who came from the bench against Brescia, is pushing for a start for the hosts, while defender Milan Skriniar remains on the sidelines through suspension. 

Bologna, on the other hand, are stuck in the middle of the Serie A standings ahead of Matchday 30. Sinisa Mihajlovic’s men have little to play for in the season finale, and given Inter’s home record, we predict that the visitors are going to return home empty-handed. The likes of Skov Olsen, Ibrahima Mbaye, and Federico Santander are all likely to miss the Inter game with injury.",V
676,napoli,2020-07-05,V,-0.1999999999999999,roma,-4.0,-0.7999999999999998,0.2,0.2,11.200000000000005,1.1999999999999993,-1.2,-0.2,2019-2020,0.0,0.0,"Napoli and Roma face each other at Stadio San Paolo in the Derby del Sole on Matchday 30. The Neapolitans aim to make amends for a 2-0 loss to Atalanta, but seeing that they have already booked their place in the Europa League through Coppa Italia, we are not tempted to put our money on the hosts. Allan (injury) is the only absentee in the home team. Roma, on the other hand, suffered a shocking 2-0 loss to Udinese at their Stadio Olimpico on Thursday evening, and, to make things even worse for boss Paulo Fonseca, midfielder Diego Perroti was sent off after 29 minutes. 

Perrotti misses the Napoli game through suspension, but Pellegrin and Veretout are back to contention after serving their bans against Milan. The Giallorossi aim to cement their spot in top five, and seeing that Napoli have little to play for in the season finale, away win should be considered. Napoli first-choice goalkeeper Davide Ospina misses the game with injury.",P
677,parma,2020-07-05,P,0.8,fiorentina,-2.0,-0.5999999999999996,-0.2,-0.2,-5.0,1.5999999999999996,0.0,-0.3999999999999999,2019-2020,0.0,0.0,"Parma and Fiorentina, the two old rivals, take on each other at Stadio Ennio Tardini in what is expected to be a very entertaining game. Parma have been performing above expectations this season, and, as a result, they sit in the top half of the standings ahead of Matchday 30. Gervinho and Co. suffered a dip in form in the Serie A as they lost to both Inter and Verona in the previous two league fixtures, but they are surely capable of matching Fiorentina at home ground. 

The Viola aim to make amends for back-to-back defeats to the likes of Lazio and Sassuolo, but, no doubt, they would be happy with one point from Sunday’s clash. Fiorentina attacker Dusan Vlahovic is banned, while Martin Caceres returns from suspension. Juraj Kucka returns to contention for the hosts after serving his ban against Verona. Anyhow, share of spoils is on the cards at Stadio Ennio Tardini as the two teams seem to be evenly matched.",N
678,cagliari,2020-07-05,P,-1.7999999999999998,atalanta,-6.400000000000002,-3.0,0.2,0.4,-9.800000000000004,-0.1999999999999993,1.4,0.2,2019-2020,0.0,0.0,"Cagliari and Atalanta face each other in a highly-anticipated clash at Sardegna Arena on Sunday evening. Cagliari are undefeated in the previous three league fixtures, and thanks to their recent performances they revived their Europa League hopes. The Sardinians are likely to stick to their attacking style of play, and given Atalanta’s shaky defence, we predict that they are going to find the net in Sunday’s showdown. 

Defender Luca Ceppitelli, who picked up a knock in a 1-1 draw with Bologna, is unlikely to feature against Atalanta. The Orobici, on the other hand, did well to beat Napoli 2-0 in Bergamo, with the team extending their winning run in the Serie A to seven games. Seeing that Atalanta have been impressive in front of goal of late, we believe that both teams are going to find the net in the Sardegna Arena clash. ",N
679,udinese,2020-07-05,N,-0.6000000000000001,genoa,0.5999999999999996,-0.8000000000000003,-0.8,-1.0,-3.0,-2.8000000000000007,0.0,-0.2,2019-2020,0.0,0.0,"Thanks to a 2-0 win over Roma at Stadio Olimpico, Udinese escaped the danger zone in the Serie A standings. The Zebrette proved their worth in the midweek clash, and, no doubt, they are high on confidence ahead of Sunday’s relegation six-pointer against Genoa. Mandragora and Prodl remain in the recovery room, but Udinese boss Luca Gotti has no fresh injury worries ahead of the visit of Genoa. 

The Rossoblu, on the other hand, failed to make life difficult for league leaders Juve on Matchday 29. Genoa’s Serie A status is in great danger, but given Udinese’s display in the triumph over Roma, we do not believe that the visitors are capable of grabbing something from the Dacia Arena showdown. You should bear in mind that the Zebrette are eyeing their third consecutive win over the Rossoblu in the Italian top flight. Both Radovanovic and Criscito miss the Udinese game with injury. ",V
680,lecce,2020-07-07,V,-0.4000000000000001,lazio,-1.1999999999999993,-0.7999999999999998,0.3999999999999999,0.3999999999999999,-6.799999999999997,-3.400000000000002,-0.5999999999999999,0.2,2019-2020,0.0,0.0,"Lazio will be looking to make amends for a 3-0 loss to Milan when they face Lecce at Stadio Via del Mare. The Biancocelesti failed to impress in their last league fixture, but it has to be noted that both Caicedo and Immobile missed the game through suspension. The duo returns to the starting XI against Lecce, and it is no wonder the capital club are seen as hot favourites to win the midweek fixture. 

To make things even better for the visitors, experienced midfielder Lucas Leiva has overcome his injury. The Giallorossi, on the other hand, suffered a 4-2 loss at Sassuolo, with the team extending their losing run in the Serie A to six games. Seeing that Tuesday’s football match will be played behind closed doors, we believe that punters can find value in betting on Simone Inzaghi’s troops. ",P
681,milan,2020-07-07,V,-0.6000000000000001,juventus,0.1999999999999993,-0.2000000000000001,0.0,0.0,3.800000000000004,0.5999999999999996,-1.4,-0.2,2019-2020,0.0,0.0,"Stadio Giuseppe Meazza will host Tuesday’s Serie A derby between Milan and Juventus. The Rossoneri aim to build on a 3-0 win over Lazio, and they are likely to fight tooth and nail against Juve. A win over Maurizio Sarri’s troops could see Milan climb to the Europa League berth, but the hosts should be happy with one point from the match. Despite picking up a knock against Lazio, influential midfielder Hakan Calhanoglu is likely to feature against Juventus. 

The Bianconeri, on the other hand, rolled over Torino in the local derby to move one step closer to wining Scudetto. Juve are brimming with confidence ahead of the trip to Milano, but given the Rossoneri’s form after the coronavirus football break, we are tempted to put our money on draw. A man to keep an eye on in the away team will be Cristiano Ronaldo, who scored his 25th goal of the season in the Turin derby.",N
682,bologna,2020-07-08,P,-1.7999999999999998,sassuolo,2.799999999999999,-2.4,-0.3999999999999999,-0.3999999999999999,-6.400000000000006,-0.1999999999999993,0.1999999999999997,0.2,2019-2020,0.0,0.0,"Bologna will be aiming to build on a thrilling win over Inter when they welcome Sassuolo at their Stadio Renato Dall’Ara on Matchday 31. The Rossoblu came from behind to beat the Nerazzurri in Milano, with the team reviving their Europa League hopes. Sinisa Mihajlovic’s men regained a much-needed confidence and they are likely to go for a win in the midweek clash against Sassuolo. 

Even though midfielder Roberto Soriano misses the game through suspension, we predict that the hosts are going to find the net in Wednesday’s football match. The Neroverdi, on the other hand, have been scoring goals for fun in the Serie A of late, with the team netting 13 goals in total in the previous four league fixtures. Given Sassuolo’s attacking potential, we believe that punters from all around the globe can find value in betting on both teams to score.",N
683,fiorentina,2020-07-08,N,-0.3999999999999999,cagliari,2.0,1.4000000000000004,0.2,0.2,8.200000000000003,1.0,0.0,0.0,2019-2020,0.0,0.0,"Fiorentina quickly bounced back from a 3-1 loss to Sassuolo, with the team beating Parma on the road on Matchday 31. The Viola moved away from the danger zone, and they are now on a quest to regain their spot in top ten. Midfielder Marco Benassi, who picked up a knock at the weekend, is likely to miss the Cagliari game with injury. The good news for the hosts is that Serbian rising star Dusan Vlahovic has served his two-match ban. 

The Rossoblu, on the other hand, are stuck in the middle of the standings. Talented defender Andrea Carboni misses the game through suspension, and given Fiorentina’s performance in the triumph over Parma, we believe that there is a big value in betting on the hosts. In the first half of the season Cagliari defeated Fiorentina 5-2 in Sardinia, meaning that the hosts are hungry for revenge.",V
684,roma,2020-07-08,V,-0.4000000000000001,parma,3.8000000000000007,1.3999999999999997,-0.2,-0.2,1.7999999999999972,-2.200000000000001,0.2000000000000001,0.0,2019-2020,0.0,0.0,"After suffering a 2-1 loss at Napoli on Matchday 30, Roma will be aiming to return to winning ways in the Serie A when they host Parma at their Stadio Olimpico. The Romans aim to put an end to their three-game losing run, but the match against Roberto D’Aversa’s troops will be anything but a walk in the park for the hosts. The good news for the hosts is that midfielder Diego Perotti returns from suspension. 

Parma, on the other hand, suffered a dip in form, with the team losing each of their previous three league fixtures. Ivory Coast international faces his old club on Matchday 31, and, no doubt, all eyes will be on him when the two teams meet in “the Eternal City”. Considering that both Roma and Parma are likely to adopt an attack-minded approach in Wednesday’s football game, we are tempted to put our money on both teams to score.",N
685,atalanta,2020-07-08,V,1.0,sampdoria,4.200000000000001,1.8000000000000007,-0.2,-0.2,18.2,-1.0,-0.1999999999999997,0.0,2019-2020,0.0,0.0,"Atalanta will be aiming to extend their winning run in the Serie A to nine games when they host Sampdoria at their Stadio Atleti Azzurri d’Italia. The Orobici defeated ten-man Cagliari at the weekend, with the team moving one step closer to booking their place in the Champions League. Atalanta are high on spirits ahead of the midweek fixture, and they are likely to stick to their attacking style of play against Sampdoria. 

La Samp, on the other hand, picked up vital three points from the relegation six-pointer against SPAL. Sampdoria are seven points clear of the bottom three, meaning that they are on the right track to secure the Serie A survival. Anyhow, we are tempted to put our money on Atalanta as Sampdoria are not regarded as good travellers. The Orobici are eyeing their fifth consecutive win at home in the Italian top flight. ",V
686,torino,2020-07-08,V,0.1999999999999999,brescia,4.6,1.0,0.2,0.3999999999999999,9.800000000000004,-1.200000000000001,-2.0,0.0,2019-2020,0.0,0.0,"As expected, Torino suffered a 4-1 loss to Juventus in the Turin derby. Il Toro extended their losing run in the Serie A to three games, with the team dropping to 16th position in the standings. Seeing that Torino are only six points clear of the relegation zone, they are likely to go all guns blazing at Brescia on Matchday 31. The Biancazzurri, on the other hand, desperately needed a win against Hellas Verona, and they managed to get one. 

Brescia regained a much-needed confidence at the weekend, and, no doubt, they are capable of making life difficult for the out-of-sorts Il Toro. Share of spoils is on the cards at Stadio Olimpico di Torino, and we believe that punters can find value in betting on draw. In their last meeting in Turin the two teams played out a goalless draw.",N
687,genoa,2020-07-08,P,-0.1999999999999999,napoli,-7.000000000000002,-4.8,0.6,1.0,-11.6,4.0,1.0,0.2,2019-2020,0.0,0.0,"Stadio Luigi Ferraris will host Wednesday’s football match between Genoa and Napoli, the two teams with entirely different ambitions in the season finale. The Rossoblu are fighting hard to secure the Serie A survival, while the Partenopei aim to cement their spot in top six. Genoa showed character in their last league fixture, with the team coming from two goals behind to share the spoils with Udinese, and, no doubt, they regained a much-needed confidence. 

Considering that the Neapolitans have already booked their place in the Europa League, we predict that the hosts are going to grab something from the match. Key defender Kalidou Koulibaly misses the Genoa game through suspension, which is yet another reason why away win should not be considered. The two teams shared the spoils in each of their last two meetings in the Serie A, and the history is likely to repeat itself. ",N
688,spal,2020-07-09,P,-0.3999999999999999,udinese,-2.8000000000000007,-0.8000000000000003,0.2,0.2,-2.8000000000000043,3.4000000000000004,0.0,0.2,2019-2020,0.0,0.0,"After suffering a heavy 3-0 loss to Sampdoria in the relegation six-pointer, SPAL will be aiming to give fans some cheer when they take on Udinese on Matchday 31. SPAL have slim chances of securing the Serie A survival, but the hope dies last. The hosts have no other choice but to go all guns blazing at Udinese, meaning that the visitors should have a number of opportunities to score on the break. 

The Zebrette dropped a two-goal advantage in a draw with Genoa, with the team remaining in the danger zone. Udinese did well to beat Roma at Stadio Olimpico in their last away game, and seeing that there will be no spectators at Stadio Paolo Mazza, we believe that there is a big value in betting on the visitors. SPAL midfielder Marco D’Alessandro returns to contention after serving his one-match ban against Sampdoria.",P
689,hellas verona,2020-07-09,N,-1.1999999999999995,inter,-8.2,-2.6,-0.2,-0.3999999999999999,-14.199999999999996,-3.6,-1.6,-0.3999999999999999,2019-2020,0.0,0.0,"Hellas Verona and Inter take on each other in a highly-anticipated game at Stadio Marc’Antonio Bentegodi. The Mastini suffered a shocking loss to relegation strugglers Brescia at the weekend, but a win over Inter will see them keep their Europa League hopes alive. Verona midfielder Matteo Pessina returns from suspension, while experienced attacker Fabio Borini misses the game with injury after picking up a knock against Brescia. 

The Nerazzurri, on the other hand, aim to bounce back from a 2-1 loss to Bologna. The Rossoblu ruined Inter’s title hopes, and seeing that Verona are tough to beat at home, we predict that the Mastini are going to grab something from the game. Inter defender Alessandro Bastoni is sidelined through suspension, while Chile international Alexis Sanchez could return to the starting XI after coming as a substitute for Christian Eriksen at the weekend.",N
690,juventus,2020-07-11,N,0.7999999999999998,atalanta,1.3999999999999986,-0.4000000000000003,0.2,0.2,-4.0,-1.8000000000000007,0.4000000000000001,0.2,2019-2020,0.0,0.0,"After suffering a heart-breaking loss to Milan in the Serie A derby, Juventus will be aiming to return to winning ways in the Serie A when they welcome Atalanta at their Allianz Stadium. The Bianconeri are still seven points clear of second-place Lazio in the standings, but, no doubt, they want to get their job done as soon as possible. Cristiano Ronaldo scored his 26th goal of the season in the 4-2 loss to Milan, and he is likely to prove a handful for the opposition defenders. 

The Orobici, on the other hand, recorded a hard-fought win over Sampdoria in midweek to cement their spot in top four. Seeing that Juve failed to impress in the Serie A derby, we predict that the high-flying visitors are going to grab something from Saturday’s football match. In their last meeting in Turin the two teams played out a 1-1 draw.",N
691,lazio,2020-07-11,P,-1.6,sassuolo,-0.4000000000000003,-1.5999999999999996,-0.3999999999999999,-0.3999999999999999,-7.199999999999996,-2.3999999999999986,0.3999999999999999,0.2,2019-2020,0.0,0.0,"Lazio will be looking to make amends for a shocking 2-1 loss to Lecce when they host Sassuolo at their Stadio Olimpico. The Biancocelesti failed to drop Juve’s advantage in the Serie A standings, and they face yet another must-win game on Saturday afternoon. Patric is sidelined through suspension, while Correa, Lulic, and Marusic are likely to miss the game with injury. 

The Neroverdi, on the other hand, did well to beat Bologna on the road in midweek, with the team extending their winning run in the national championship to three games. Sassuolo have been scoring goals for fun of late, and they are likely to stick to their attacking style of play against Lazio. Given the Biancocelesti’s attacking potential, we believe that there is a big value in betting on both teams to score. The likes of Di Francesco and Obiang are both out of contention for the visitors.",N
692,brescia,2020-07-11,P,0.1999999999999999,roma,-6.6,-1.7999999999999998,0.2,0.2,-9.0,2.8000000000000007,0.2000000000000001,-0.2,2019-2020,0.0,0.0,"Saturday’s football game at Stadio Mario Rigamonti pits together Brescia and Roma, the two teams with entirely different ambitions in the season finale. Brescia have been having their ups and downs of late, with the team beating Verona 2-0, while suffering a 3-1 loss to Torino in the last two league fixtures. The Delfini aim to keep their survival hopes alive, but they face an uphill task in the clash against Roma. 

The Giallorossi, on the other hand, are eyeing a place in the Europa League. The capital club came from behind to beat Parma on Matchday 31 to regain a much-needed confidence, but they do not want to stop now. Given Brescia’s shaky defence, we predict that the visitors are going to pick up all three points from Saturday’s showdown. Bisoli is the only absentee in the home team, while Jesus, Santon, and Smalling are sidelined with injury for the visitors.",P
693,genoa,2020-07-12,V,0.7999999999999999,spal,-1.0,0.1999999999999997,0.6,1.0,1.7999999999999972,2.0,0.2000000000000001,-0.2,2019-2020,0.0,0.0,"Genoa will be looking to make amends for a 2-1 loss to Napoli when they host SPAL at their Stadio Luigi Ferraris. The Rossoblu aim to escape the relegation zone, and they will not have a better chance than this to return to winning ways. Even though the likes of Criscito, Lapadula, Radovanovic, Romero and Salcedo Mora are likely to miss the game with injury, home win should be considered. 

SPAL, on the other hand, are stuck at the bottom of the table, and they have slim chances of securing the Serie A survival. Considering that the Gli Spalini are not regarded as good travellers, we believe that there is a big value in betting on the hosts. The good news for the visitors is that defender Thiago Cionek returns to contention after missing the Udinese game through suspension.",V
694,fiorentina,2020-07-12,N,-0.6000000000000001,hellas verona,2.6,0.6000000000000005,0.2,0.2,5.600000000000001,2.8000000000000007,2.0,0.4,2019-2020,0.0,0.0,"Fiorentina and Verona take on each other at Stadio Artemio Franchi in what is expected to be one of the most exciting games of Sunday’s program. The Viola dropped two points in a goalless draw with Cagliari, with the team remaining in the bottom half of the table. Fiorentina are having yet another season to forget, but seeing that they are only eight points clear of the relegation zone, we predict that the hosts will go all guns blazing at Verona. 

The Mastini, on the other hand, aim to keep their Europa League hopes alive. Considering that both sides are likely to go for a win in the Stadio Artemio Franchi showdown, we believe that there is a big value in betting on both teams to score. In their last meeting in Florence Verona recorded a 4-1 win over Fiorentina. ",N
695,udinese,2020-07-12,P,0.4000000000000001,sampdoria,-3.4000000000000004,-1.4,-0.4,-0.4,7.200000000000003,-5.999999999999998,-0.5999999999999999,0.0,2019-2020,0.0,0.0,"Dacia Arena will host Sunday’s football game between Udinese and Sampdoria, the two relegation-threatened sides. Udinese have been having their ups and downs after the coronavirus football break, but a win over Sampdoria will see them escape the danger zone. In their last home game in the Serie A the Zebrette shared the spoils with Genoa, with the team conceding two late goals. 

La Samp, on the other hand, produced a fine display against Atalanta in Bergamo, but the Orobici eventually managed to break the deadlock. Anyhow, the visitors have been showings signs of improvement of late, and they should take advantage of the fact that Sunday’s match will be played behind closed doors. Keep in mind, though, that Sampdoria boss Claudio Ranieri will be watching the game from the stands as he was sent off in the 2-0 loss to Atalanta.",N
696,cagliari,2020-07-12,N,0.0,lecce,-0.8000000000000007,1.0,-0.3999999999999999,-0.6000000000000001,-2.199999999999996,2.200000000000001,0.6000000000000001,0.0,2019-2020,0.0,0.0,"Cagliari and Lecce, the two teams from the south, take on each other in a highly-anticipated game at Sardegna Arena. The Sardinians did well to hold Fiorentina to a goalless draw in midweek, with the team retaining their spot in top ten. Cagliari aim to move a little closer to the Europa League berth, and the good news for the hosts is that defender Andrea Carboni returns from suspension.

Lecce, on the other hand, desperately needed a win against Lazio, and they managed to get one. The Giallorossi proved their worth in the triumph over the title-chasing side, with the team regaining a much-needed confidence. However, Lecce are not regarded as good travelers, and we do not believe that they are capable of spoiling Cagliari’s party at Sardegna Arena. Lecce midfielder Panagiotis Tachtsidis returns to contention after missing the Lazio game through suspension. ",V
697,parma,2020-07-12,N,0.6000000000000001,bologna,-2.8000000000000007,0.2000000000000001,0.2,0.2,-4.200000000000003,-2.1999999999999997,0.3999999999999999,0.0,2019-2020,0.0,0.0,"Parma and Bologna face each other at Stadio Ennio Tardini in what is expected to be a close encounter. Parma suffered a dip in form, with the team losing each of their previous four league fixtures. Nonetheless, thanks to their fine start to the season, the Gli Emiliani will almost certainly secure the Serie A survival. Parma boss Roberto D’Aversa has a full squad to choose from for the Bologna game. 

The Rossoblu, on the other hand, aim to make amends for a 2-1 loss to Sassuolo in their last league fixture. Roberto Soriano remains on the sidelines through suspension, and seeing that Parma are eager to put an end to their four-game losing run, we are tempted to put our money on the hosts. The likes of Andrea Poli and Federico Santander are both likely to miss the game with injury. ",V
698,napoli,2020-07-12,N,-1.2,milan,-0.1999999999999993,0.7999999999999989,-0.6,-0.6,2.0,-2.8000000000000007,-0.8,0.0,2019-2020,0.0,0.0,"All eyes will be on Stadio San Paolo when Napoli and Milan face each other in the Serie A derby. Napoli quickly bounced from the back, with the team recording back-to-back wins over Roma and Genoa in the previous two league fixtures. The Neapolitans have already booked their place in the Europa League thanks to the triumph in the Coppa Italia final, but they obviously want to finish the season in style. 

Seeing that both Demme and Koulibaly return from suspension for Genaro Gattuso’s troops, home win should be considered. The Rossoneri came from behind to beat their bitter rivals Juventus 4-2 in the Serie A derby. Milan are eyeing a place in European competitions, but given Napoli’s form after the coronavirus football break, we predict that the visitors are going to return home empty-handed. The likes of Castillejo, Duarte, and Musacchio are all sidelined with injury for the visitors. ",V
699,inter,2020-07-13,V,1.1999999999999995,torino,6.0,3.0,0.0,0.1999999999999999,9.6,-0.4000000000000021,1.6,0.6,2019-2020,0.0,0.0,"Inter play host to Torino at Stadio Giuseppe Meazza in what is expected to be an entertaining showdown. The Nerazzurri have slim chances of winning Scudetto, but they are now on a quest to secure a top-two finish. Antonio Conte’s men failed to impress in their last home game, with the team losing to Bologna, but they are seen as hot favourites to beat Torino on Matchdya 32. 

Talented defender Alessandro Bastoni is back to contention after serving his ban against Verona. Il Toro did well to beat Brescia at home in midweek, but given their poor away record in the Italian top flight, we believe that there is a big value in betting on the hosts. Torino defender Armando Izzo returns to the starting line-up after missing the Brescia game through suspension. A man to watch in the home team will be Romelu Lukaku, who has been scoring goals for fun in the Serie A this season.",V
700,atalanta,2020-07-14,V,1.0,brescia,3.6,2.4,0.2,0.2,17.4,1.1999999999999993,-0.8,0.0,2019-2020,0.0,0.0,"After sharing the spoils with Juventus in Turin, Atalanta will be aiming to return to winning ways in the Serie A when they welcome Brescia at their Stadio Atleti Azzurri d’Italia. The Orobici aim to join the title race, and they are likely to go all guns blazing at Brescia. Colombian attacker Duvan Zapata, who scored his 15th goal of the season against Juve, is likely to prove a handful for the opposition defenders. 

The Rondinelle, on the other hand, experienced all sorts of problems at the back in back-to-back defeats to Torino and Roma. Since Brescia have slim chances of securing the Serie A survival, we do not believe that they are capable of spoiling Atalanta’s party in Bergamo. In the first half of the season Atalanta outplayed Brescia 3-0, which is yet another reason why we are tempted to put our money on the hosts.",V
701,roma,2020-07-15,V,-0.6000000000000001,hellas verona,5.0,0.8000000000000003,-0.2,-0.2,3.3999999999999986,1.200000000000001,1.2000000000000002,0.2,2019-2020,0.0,0.0,"Roma and Hellas Verona face each other in the “Eternal City” in what is expected to be a very exciting game. The Giallorossi quickly bounced back from a 2-1 loss to Napoli, with the team beating Parma and Brescia in the previous two league fixtures. The capital club aim to cement their spot in top six, and they are likely to adopt an attack-minded approach in Wednesday’s football game. The good news for the hosts is that both Bryan Cristante and Henrikh Mkhitaryan return from suspension. 

The Mastini, on the other hand, dropped two points in a 1-1 draw with Fiorentina as the Viola scored the equalizer in the dying minutes of the match. Hellas Verona extended their winless run in the Serie A to three matches, and given Roma’s current form, we believe that there is a big value in betting on the hosts. ",V
702,milan,2020-07-15,V,1.2000000000000002,parma,3.6000000000000014,3.0,0.4,0.4,8.799999999999997,-0.4000000000000003,-0.1999999999999997,0.0,2019-2020,0.0,0.0,"Milan play host to Parma at their Stadio Giuseppe Meazza on Matchday 33. The Rossoneri missed out on a place in the Champions League, but they will surely give their best to make it to the Europa League. Stefano Pioli’s troops showed character in a 2-2 draw with Napoli, with the team coming from behind to share the spoils with Genaro Gattuso’s men at Stadio San Paolo. Portugal rising star Rafael Leao, who has been scoring goals for fun of late, will be one of the men to watch in the home team. 

Parma, on the other hand, scored two late goals to save one point from the Bologna game. The Gli Emiliani are stuck in the middle of the table, and seeing that they have little to play for in the remainder of the season, home victory should be considered. Milan veteran Zlatan Ibrahimovic is likely to drop to the bench, with aforementioned striker Rafael Lao stepping up. Alexis Saelemaekers, on the other hand, is banned.",V
703,sassuolo,2020-07-15,N,-0.2000000000000001,juventus,-3.0,-0.7999999999999998,-0.1999999999999999,-0.1999999999999999,4.0,1.4000000000000004,0.6000000000000001,0.0,2019-2020,0.0,0.0,"High-flying Sassuolo will be aiming to extend their winning run to five games when they take on Juventus at their Mapei Stadium – Citta del Tricolore on Wednesday evening. The Neroverdi have been impressive in the Serie A ever since they restarted the season, but they will have a big fish to fry in the game against the league leaders. A man to keep an eye on in the home team will be Francesco Caputo, who scored a late winner against Lazio at the weekend. 

The Bianconeri, on the other hand, saved one point from the Atalanta game thanks to Cristiano Ronaldo’s late penalty, with the team cementing top position in the standings. Maurizio Sarri’s men are on the right track to defend Scudetto, and seeing that they are eight points clear of their closest rivals, the visitors should be happy with one point from the game. ",N
704,udinese,2020-07-15,N,0.8,lazio,-3.6,-0.3999999999999999,-0.2,-0.2,-4.600000000000001,-1.5999999999999996,-1.6,-0.2,2019-2020,0.0,0.0,"Udinese and Lazio take on each other at Dacia Arena in what is expected to be a very exciting game. The Zebrette aim to bounce back from a 3-1 loss to Sampdoria, and they should take advantage of Lazio’s poor form. A man to keep an eye on in the home team will be Kevin Lasagna, who scored his tenth goal of the season at the weekend. The Biancocelesti, on the other hand, suffered a dip in form, with the team losing each of their last three league fixtures. 

The capital club have been struggling at the back of late, and seeing that Udinese are eager to move away from the bottom three, home win should be considered. The Zebrette are eyeing their first win over Simone Inzaghi’s troops since September 2014. It has to be noted that Lazio defenders Patric and Bastos are both sidelined through suspension. ",V
705,lecce,2020-07-15,P,0.0,fiorentina,1.1999999999999993,0.6000000000000001,0.0,0.1999999999999999,-7.0,-5.199999999999999,-1.4,0.0,2019-2020,0.0,0.0,"After holding Cagliari to a goalless draw at Sardegna Arena, Lecce will be looking to escape the relegation zone when they take on Fiorentina on Matchday 33. The Giallorossi have been showing signs of improvement of late, and one thing is for sure, they are likely to fight tooth and nail against the Viola. It has to be noted, though, that both Filippo Falco and Marco Calderoni picked up injuries in the draw with Cagliari. 

Fiorentina were on the verge of losing to Hellas Verona at the weekend, but thanks to Cutrone’s late goal they eventually picked up one point from the match. Even though midfielder Alfred Duncan returns from suspension for the visiting team, we are tempted to put our money on Lecce as they are desperate to avoid relegation to the Serie B. In the first half of the season the Giallorossi defeated the Viola 1-0 at Stadio Artemio Franchi.",V
706,bologna,2020-07-15,N,-0.1999999999999999,napoli,-5.199999999999999,-4.0,0.2,0.2,-9.800000000000004,6.399999999999999,1.4,0.2,2019-2020,0.0,0.0,"When Bologna and Napoli take on each other in the Serie A, a football festival is guaranteed. Bologna have been scoring goals for fun of late, but they should have picked up all three points from the Parma game. The Rossoblu conceded two late goals in the draw with Roberto D’Aversa’s troops, which could affect the team’s confidence. The Partenopei have already booked their place in the Europa League as they defeated Juventus in the Italian Cup final, but they surely want to finish the season in style. 

Given Napoli’s attacking potential, we believe that there is a big value in betting on both teams to score. As previously mentioned, goals galore is guaranteed when Bologna and Napoli meet in the Italian top flight. You should bear in mind that over 2.5 goals have been netted in each of their last 14 meetings in the Serie A. ",N
707,sampdoria,2020-07-15,V,0.8,cagliari,3.0,0.7999999999999998,0.2,0.2,2.6000000000000014,3.4000000000000004,0.5999999999999996,-0.2,2019-2020,0.0,0.0,"Buoyed by a 3-1 win over Udinese, Sampdoria will be looking to give fans yet another reason for celebration when they welcome Cagliari at their Stadio Comunale Luigi Ferraris. La Samp quickly bounced back from a 2-0 loss to Atalanta, with the team moving one step closer to securing the Serie A survival. Experienced attacker Fabio Quagliarella, who scored his tenth goal of the season at the weekend, is likely to lead the line for the hosts. Cagliari, on the other hand, failed to impress in a goalless draw with Lecce. 

The Rossoblu have little to play for in the season finale, and seeing that Sampdoria are eager to escape the danger zone, home win should be considered. Cagliari midfielder Radja Nainggolan, who picked up a knock against Lecce, is likely to miss the midweek fixture, which is yet another reason why we are tempted to put our money on the hosts.",V
708,spal,2020-07-16,P,-2.2,inter,-12.2,-5.4,-0.2,-0.4,-17.4,-1.799999999999999,-1.4,-0.2,2019-2020,0.0,0.0,"Stadio Paolo Mazza will host Thursday’s football match between SPAL and Inter. SPAL head into the match following a 2-0 loss to Genoa. The Gli Spallini failed to impress in the relegation six-pointer, with the team extending their losing run in the Serie A to three games. Considering that the hosts are low on spirits ahead of the visit of Inter, home win should not be considered. 

The Nerazzurri, on the other hand, aim to melt Juve’s advantage in the Serie A standings. Inter are eyeing their fourth consecutive win over SPAL, and given the home team’s current form, we believe that there is a big value in betting on Antonio Conte’s troops. Key attacker Romelu Lukaku is rated doubtful for the midweek clash. If he fails to recover in time to face SPAL, Chile international Alexis Sanchez will start the match. ",P
